"recno","Observer","Location","Desg","Month","Day","Year","m1","diam","dc","pa","scope","comments","jd","url"
"2771","P. Clay Sherrod","","c2012 A2 (LINEAR)","8","30","2013","16.7","14""","8/9","north","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Moonlight, and dawn; comet exhibits very distinct starlike bright nucleus, very faint outer coma and slight tail to north","2456534.5000",""
"2772","P. Clay Sherrod","","c2012 K8 Lemmon","09","01","2013","18.3","7""","4/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","In rich star field,very small, difficult","2456536.5000",""
"2774","P. Clay Sherrod","","c2012 F6  Lemmon","09","01","2013","14.0 m2","98""","5/9","136 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Still a beautiful comet.   Splendid straighth tail in PA 136 deg. for over 900"" length.  very large coma with large broad central conds.","2456536.5000",""
"2775","P. Clay Sherrod","","4P  Faye","09","01","2013","18.1","5""","4/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Small and nebulous, round, but clearly cometary; no tail","2456536.5000",""
"2776","P. Clay Sherrod","","p2013 J2  McNaught","09","01","2013","15.5","16""","5/9","209 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Unusual curving tail from due south toward west; very large nuclear region, no coma, in proportion to overall size of comet","2456536.5000",""
"2777","P. Clay Sherrod","","c2008 S3 (Boattini)","09","01","2013","18.7","<5""","6/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Tiny, nearly starlike but with some distinguishable nebulosity","2456536.5000",""
"2778","P. Clay Sherrod","","c2013 P3  Palomar","09","01","2013","18.9","7""","6/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","New comet.  Very small and slightly diffuse, clearly not stellar with strong nucleus embedded in small coma","2456536.5000",""
"2783","P. Clay Sherrod","","c2012 K8 Lemmon","09","04","2013","18.6","7""","4/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very small and nebulous, no tail","2456539.5000",""
"2786","P. Clay Sherrod","","154P Brewington","09","04","2013","15.4 m2","27""","6/9","218?","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Concentrated to bright nuclear core with very faint outlying coma; possible extension in PA 218 deg","2456539.5000",""
"2787","P. Clay Sherrod","","c2013 E2  Iwanmoto","09","05","2013","15.6","19""","6/9","213-314","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Broad fan tail to west with very strong coma; tail 142"" length","2456540.5000",""
"2788","P. Clay Sherrod","","c2012 A2 (LINEAR)","09","05","2013","17.2","10""","7/9","348 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very faint tail to N otherwise a very compressed and disk-like comet with no outer nebulosity","2456540.5000",""
"2789","P. Clay Sherrod","","119P  Parker-Hartley","09","05","2013","18.7 m2","9""","6/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Comet is conspicuously nebulous, but without cometary form; some central conds; but clearly diffuse","2456540.5000",""
"2792","P. Clay Sherrod","","c2010 U3  Boattini","09","05","2013","19.8 m2","11""","2/9","diffuse","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","A very difficult circular patch of nebulosity, no distinct core; difficult to centroid","2456540.5000",""
"2793","P. Clay Sherrod","","84P Giclas","09","05","2013","17.3","6""","7/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","New entry.  Comet is nearly stellar but with a very slight periphery of nebulosity","2456540.5000",""
"2794","P. Clay Sherrod","","290P  Jager","09","05","2013","17.8","6""","7/9","284 ?","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","New entry.  Comet appears virtually stellar with shell of nebulosity and quite easy; possible extenstion in PA 284 deg","2456540.5000",""
"2795","P. Clay Sherrod","","c2012 J1 Catalina","09","05","2013","17.7","6""","7/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Nearly stellar and quite easy, but with a faint ""glow"" of nebulosity surrounding","2456540.5000",""
"2797","P. Clay Sherrod","","102P  Shoemaker","09","07","2013","18.5","7""","4/9","diffuse","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Recent mag. estimates are clearly in error; comet is about a full mag. fainter than some reports.  Diffuse without form, perhaps irreg.","2456542.5000",""
"2799","P. Clay Sherrod","","c2013 E2  Iwanmoto","09","07","2013","15.6","16""","6/9","230-306","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Developing into a fine comet; tail nearly due west and broad, fanning with some outgassing extension to SE","2456542.5000",""
"2802","P. Clay Sherrod","","p2013 J2  McNaught","09","08","2013","15.6","16""","6/9","207 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very faint tail in PA 207 d; ;120"" length; strong uniform coma with no concentration toward venter","2456543.5000",""
"2803","P. Clay Sherrod","","p2013 J2  McNaught","09","10","2013","14.9","15""","5/9","183+209","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Comet brightening rapidly; split tail in PA 209 and 183 deg","2456545.5000",""
"2805","P. Clay Sherrod","","257P Catalina","09","10","2013","17.5 m2","9""","7/9","255","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Definitely a faint tail in PA 255 deg, 81"" length; very stellar coma/nucleus with no outer coma","2456545.5000",""
"2806","P. Clay Sherrod","","c2013 E2  Iwanmoto","09","10","2013","16.0 m2","22""","5/9","248-295","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Broad fan tail in PA 248-295 deg; very dense and compact coma","2456545.5000",""
"2808","P. Clay Sherrod","","290P  Jager","09","10","2013","17.4","6""","6/9","279""","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Tiny comet with nice, short tail (16""); compressed coma","2456545.5000",""
"2809","P. Clay Sherrod","","c2013 R1  Lovejoy","09","10","2013","14.9","12""+30""","5/9","241 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","New comet, very nice.  Strong inner coma (12"") surrounded by outer vaguecoma; broad tail to SW","2456545.5000",""
"2810","P. Clay Sherrod","","c2013 R1  Lovejoy","09","10","2013","14.9","see prev.","see prev.","see prev.","0.51 m f/4.9 Astrograph","2x45s, 14.5 micron, binned 2x2; comet at magnitude 14.9 SEE previous listing for physical details","2456545.5000","Com19C24579.JPG"
"2811","P. Clay Sherrod","","184P  Lovas","09","12","2013","18.9","<5""","7/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Nearly stellar with starlike nucleus as very slight hint of faint coma","2456547.5000",""
"2813","P. Clay Sherrod","","c2012 A2 (LINEAR)","09","14","2013","16.5 m2","14""","7/9","2 deg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very well defined tail due N, in PA 2.5 deg; has strong inner coma (14"") surrounded by faint halo of nebulosity","2456549.5000",""
"2814","P. Clay Sherrod","","c2013 E2  Iwanmoto","09","14","2013","15.4","20""","5/9","265 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Broad westward tail, fanning but centered in PA 265 deg; very dense coma","2456549.5000",""
"2817","P. Clay Sherrod","","290P  Jager","09","14","2013","16.8","10""","7/9","267","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Short tail in PA 267 deg; very small and compressed coma","2456549.5000",""
"2818","P. Clay Sherrod","","c2013 R1  Lovejoy","09","14","2013","14.5 m2","22""+80""","5/9","248 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very bright with strong coma; inner measures 22"" and very thin outer coma @80+""; tail in PA 248 deg for only about 78"" length","2456549.5000",""
"2819","P. Clay Sherrod","","c2012 J1 Catalina","09","14","2013","16.4","9""","4/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Round and diffuse; in dense star field","2456549.5000",""
"2821","P. Clay Sherrod","","p2013 J2  McNaught","09","15","2013","16.0","13""","6/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Comet low and in strong moonlight; faded since last obs.; slight indication of faint tail to SW","2456550.5000",""
"2823","P. Clay Sherrod","","285P  LINEAR","09","15","2013","18.3","<5""","8/9","273 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","New listing; very nice tiny comet with tail in PA 273 deg, 12"" length; very stellar nucleus and very little coma","2456550.5000",""
"2826","P. Clay Sherrod","","p2013 J2  McNaught","09","22","2013","15.9","18""","6/9","193 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Strong moonlight; comet barely moving to NE, so minimal astrometric measurement;  tail 193 deg, 16"" length; coma becoming quite compressed with outer even coma","2456557.5000",""
"2827","P. Clay Sherrod","","154P Brewington","09","22","2013","15.9","14""+30""","6/9","unknown","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very strong full moonlight.  Very dense small inner coma (14"") surrounded by very thin outer coma (30""); no tail seen","2456557.5000",""
"2828","P. Clay Sherrod","","c2012 S4  PANSTARRS","09","22","2013","17.6 m2","7""","6/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Strong full moon nearby.","2456557.5000",""
"2832","P. Clay Sherrod","","290P  Jager","09","22","2013","16.8","5""x7""","7/9","275 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Full moon very close; comet is quite nice with strong W-pointing tail, very thin and pencil-like; thin elongated coma","2456557.5000",""
"2834","P. Clay Sherrod","","c2012 J1 Catalina","09","22","2013","17.0","7""","6/9","unknown","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Strong full moonlight.  Proximity to two stars making measurements difficult","2456557.5000",""
"2835","P. Clay Sherrod","","c2013 R1  Lovejoy","09","22","2013","14.2 m2","18""","5/9","243","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Strong moonlight dominates sky.  Coma large and uniform, far from predicated position","2456557.5000",""
"2836","P. Clay Sherrod","","c2012 F6  Lemmon","09","24","2013","13.8 m2","22""+93""","5/9","127 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Strong round inner coma with long (800""+) tail in PA 127 deg; strong inner coma surrounded by outer large halo","2456559.5000",""
"2837","P. Clay Sherrod","","c2013 P2  PANSTARRS","09","24","2013","18.9","<5""","8/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Starlike, little or no nebulosity","2456559.5000",""
"2838","P. Clay Sherrod","","c2012 K8 Lemmon","09","24","2013","18.3","6""","4/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very small and round but clearly nebulous against several similar mag. stars.","2456559.5000",""
"2841","P. Clay Sherrod","","290P  Jager","10","18","2013","15.7 m2","10""","6/9","264","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Strong nucleus surrounded by evenly dense coma; short tail in PA 264 deg; strong moonlight","2456583.5000",""
"2842","P. Clay Sherrod","","c2013 R1  Lovejoy","10","18","2013","11.2 m2","27""+86""","5/9","263","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very bright with dense coma and slight tail to W; PA=263 deg; coma differentiated with strong inner coma 27"" dia. plus diffuse outer coma 86""","2456583.5000",""
"2846","P. Clay Sherrod","","p2013 J2  McNaught","10","21","2013","16.0","13""","7/9","158 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Slight tail in 157 deg, 77"" length. very compressed and dense coma","2456586.5000",""
"2847","P. Clay Sherrod","","154P Brewington","10","21","2013","14.7 m2","43"" + 15""","7/9","n/a","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very bright in spite of strong full moonlight; large outer periphery coma with strong central conds; no tail in these conditions","2456586.5000",""
"2848","P. Clay Sherrod","","c2012 F6  Lemmon","10","25","2013","15.5 m2","18""","6/9","124 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Tail at least 10' length in PA 124 deg; coma becoming more condensed and smaller","2456590.5000",""
"2849","P. Clay Sherrod","","c2012 K8 Lemmon","10","25","2013","18.7","7""","4/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very small, diffuse and close to star, no tail and very little coma","2456590.5000",""
"2852","P. Clay Sherrod","","119P  Parker-Hartley","10","25","2013","17.2 m2","9""","7/9","180 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Stellar nucleus surrounded by faint and small coma; some extension (broad) appears south of coma","2456590.5000",""
"2853","P. Clay Sherrod","","154P Brewington","10","26","2013","15.1 m2","170+24""","6/9","irreg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Huge outer very thin coma with centralized condensation (24""); perimeter seems quite irregular","2456591.5000",""
"2858","P. Clay Sherrod","","c2010 S1 (LINEAR)","11","01","2013","15.2 m2","30""","6/9","29 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Long and wide curving, not tapering, tail in PA 29 deg, 249"" length; strong condensed nuclear center","2456597.5000",""
"2860","P. Clay Sherrod","","c2013 E2  Iwanmoto","11","01","2013","16.4 m2","18""","5/9","310 (?)","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very condensed nuclear center with outer faint nebulosity; suspect tail in PA 310","2456597.5000",""
"2861","P. Clay Sherrod","","c2013 U2  Holvorcem","11","01","2013","19.0","~5""","7/9","irreg.","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","New comet; very tiny, stellar with only a slight hint of nebulosity","2456597.5000",""
"2863","P. Clay Sherrod","","290P  Jager","11","01","2013","16.0 m2","13""","7/9","277 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Beautiful small classic comet with straight tapering tail to west, PA 277 deg for 35"" length; very dense and small coma","2456597.5000",""
"2864","P. Clay Sherrod","","c2012 J1 Catalina","11","01","2013","17.1 m2","9""","6/9","302 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Coma and tail measurements difficult due to proximity to star; comet is diffuse with tail suspected to NW; stellar nucleus","2456597.5000",""
"2866","P. Clay Sherrod","","p2013 J2  McNaught","11","02","2013","16.8 m2","13""","7/9","190","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Elongated very compact.stellar nucleus; slight tail with very little outer nebulosity","2456598.5000",""
"2868","P. Clay Sherrod","","p2013 O2  PANSTARRS","11","02","2013","18.5 m2","11""","3/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","New comet; very round and difficult to lock onto for astrometry; diffuse and vague","2456598.5000",""
"2870","P. Clay Sherrod","","c2013 P3  Palomar","11","03","2013","18.9","<5""","8/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Stellar, very small and lacks nebulosity","2456599.5000",""
"2871","P. Clay Sherrod","","102P  Shoemaker","11","03","2013","19.2","6""","6/9","irreg","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very faint and difficult, near bright star; considerable drop in magnitude in past two months; irregular","2456599.5000",""
"2877","P. Clay Sherrod","","c2013 TW5  Spacewatch","11","07","2013","19.0","~6""","8/9","stellar","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","New comet; stellar with very little if any nebulosity.","2456603.5000",""
"2880","P. Clay Sherrod","","154P Brewington","11","08","2013","14.2 m2","62""","6/9","round","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very large outer coma with gradual density fading from strong nucleus; appears round, but condtions not ideal with moon and high clouds","2456604.5000",""
"2881","P. Clay Sherrod","","290P  Jager","11","08","2013","16.0 m2","9""","6/9","265 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Comet in very busy star field, very close to 4th mag. star; short curving tail in PA 265 deg","2456604.5000",""
"2884","P. Clay Sherrod","","c2013 V2  Borisov","11","11","2013","16.8","8""","7/9","244 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very nice distinctly cometary, New comet.  Strong stellar nucleus surrounded by faint halo and short spike in PA 244 deg","2456607.5000",""
"2885","P. Clay Sherrod","","c2012 J1 Catalina","11","11","2013","16.8 m2","13""","7/9","305 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","Very vague but broad and beautiful tail in PA 305 deg, about 200"" length; very stellar nucleus","2456607.5000",""
"2886","P. Clay Sherrod","","c2013 V3  Nevski","11","11","2013","14.8 m2","44+88""","5/9","281 d","0.51m ASO astrographic DK, f/4.9 +ccd binned 2x2","NEW comet.  Very large coma, differentiated: inner=44"" very dense; outer=88"" diffuse; scatter to E of coma, possible tail, 139""","2456607.5000",""
